Dealer_ID,Product_ID,Date,Quantity,Consumption,Location
D001,P017,2022-03-05,17,10,Los Angeles
D001,P017,2022-03-06,30,6,New York
D001,P017,2022-03-07,35,8,Los Angeles
D001,P017,2022-03-08,55,19,Chicago
D001,P017,2022-03-09,21,10,Los Angeles
D001,P017,2022-03-10,51,13,Chicago
D001,P017,2022-03-11,90,6,Los Angeles
D001,P017,2022-03-12,15,15,Chicago
D001,P017,2022-03-13,32,6,Chicago
D001,P017,2022-03-14,67,13,New York
D001,P017,2022-03-15,67,5,New York
D001,P017,2022-03-16,39,12,New York
D001,P017,2022-03-17,15,10,Los Angeles
D001,P017,2022-03-18,18,16,Los Angeles
D001,P017,2022-03-19,60,11,Los Angeles
D001,P017,2022-03-20,59,10,Chicago
D001,P017,2022-03-21,99,18,Chicago
D001,P017,2022-03-22,85,9,Los Angeles
D001,P017,2022-03-23,48,15,New York
D001,P017,2022-03-24,31,7,Los Angeles
D001,P017,2022-03-25,48,5,Chicago
D001,P017,2022-03-26,13,13,New York
D001,P017,2022-03-27,58,5,Chicago
D001,P017,2022-03-28,78,13,New York
D001,P017,2022-03-29,78,7,New York
D001,P017,2022-03-30,52,16,New York
D001,P018,2022-01-01,83,14,Chicago
D001,P018,2022-01-02,20,8,Chicago
D001,P018,2022-01-03,80,19,Chicago
D001,P018,2022-01-04,67,13,Los Angeles
D001,P018,2022-01-05,44,16,Los Angeles
D001,P018,2022-01-06,46,7,Chicago
D001,P018,2022-01-07,15,15,New York
D001,P018,2022-01-08,36,15,Los Angeles
D001,P018,2022-01-09,26,12,New York
D001,P018,2022-01-10,44,9,Los Angeles
D001,P018,2022-01-11,74,13,Los Angeles
D001,P018,2022-01-12,12,15,New York
D001,P018,2022-01-13,27,11,Chicago
D001,P018,2022-01-14,71,17,New York
D001,P018,2022-01-15,96,7,Chicago
D001,P018,2022-01-16,83,16,Chicago
D001,P018,2022-01-17,35,5,New York
D001,P018,2022-01-18,35,8,New York
D001,P018,2022-01-19,35,12,Los Angeles
D001,P018,2022-01-20,55,19,New York
D001,P018,2022-01-21,51,17,Chicago
D001,P018,2022-01-22,66,9,Chicago
D001,P018,2022-01-23,98,6,New York
D001,P018,2022-01-24,45,11,New York
D001,P018,2022-01-25,74,13,New York
D001,P018,2022-01-26,28,18,Los Angeles
D001,P018,2022-01-27,87,9,Chicago
D001,P018,2022-01-28,37,15,Chicago
D001,P018,2022-01-29,38,14,Chicago
D001,P018,2022-01-30,31,9,New York
D001,P018,2022-02-01,89,19,Los Angeles
D001,P018,2022-02-02,30,10,Los Angeles
D001,P018,2022-02-03,60,8,Chicago
D001,P018,2022-02-04,64,15,New York
D001,P018,2022-02-05,50,17,New York
D001,P018,2022-02-06,47,5,New York
D001,P018,2022-02-07,65,15,Chicago
D001,P018,2022-02-08,12,9,Chicago
D001,P018,2022-02-09,84,17,Los Angeles
D001,P018,2022-02-10,85,17,New York
D001,P018,2022-02-11,32,17,New York
D001,P018,2022-02-12,33,11,Los Angeles
D001,P018,2022-02-13,46,12,New York
D001,P018,2022-02-14,76,13,Chicago
D001,P018,2022-02-15,51,7,Los Angeles
D001,P018,2022-02-16,24,16,New York
D001,P018,2022-02-17,26,12,Los Angeles
D001,P018,2022-02-18,39,15,Los Angeles
D001,P018,2022-02-19,80,12,Chicago
D001,P018,2022-02-20,46,16,New York
D001,P018,2022-02-21,65,15,Chicago
D001,P018,2022-02-22,38,14,Chicago
D001,P018,2022-02-23,25,15,Los Angeles
D001,P018,2022-02-24,61,9,New York
D001,P018,2022-02-25,63,14,Chicago
D001,P018,2022-02-26,62,5,Los Angeles
D001,P018,2022-02-27,61,6,New York
D001,P018,2022-02-28,68,18,Los Angeles
D001,P018,2022-02-29,13,9,Los Angeles
D001,P018,2022-02-30,14,19,Los Angeles
D001,P018,2022-03-01,14,8,Chicago
D001,P018,2022-03-02,55,19,New York
D001,P018,2022-03-03,60,5,Los Angeles
D001,P018,2022-03-04,28,15,Chicago
D001,P018,2022-03-05,70,8,Los Angeles
D001,P018,2022-03-06,96,13,New York
D001,P018,2022-03-07,47,16,Los Angeles
D001,P018,2022-03-08,52,16,Chicago
D001,P018,2022-03-09,60,6,Chicago
D001,P018,2022-03-10,19,11,Los Angeles
D001,P018,2022-03-11,88,8,Los Angeles
D001,P018,2022-03-12,88,13,Chicago
D001,P018,2022-03-13,98,12,Los Angeles
D001,P018,2022-03-14,95,16,Los Angeles
D001,P018,2022-03-15,65,9,New York
D001,P018,2022-03-16,89,8,New York
D001,P018,2022-03-17,37,10,New York
D001,P018,2022-03-18,67,9,Chicago
D001,P018,2022-03-19,47,19,New York
D001,P018,2022-03-20,22,17,New York
D001,P018,2022-03-21,15,15,New York
D001,P018,2022-03-22,66,7,Chicago
D001,P018,2022-03-23,20,11,New York
D001,P018,2022-03-24,92,6,Los Angeles
D001,P018,2022-03-25,12,13,Los Angeles
D001,P018,2022-03-26,91,10,Los Angeles
D001,P018,2022-03-27,40,18,Chicago
D001,P018,2022-03-28,86,8,New York
D001,P018,2022-03-29,78,18,Chicago
D001,P018,2022-03-30,26,19,Chicago
D001,P019,2022-01-01,53,14,Los Angeles
D001,P019,2022-01-02,76,16,New York
D001,P019,2022-01-03,39,14,New York
D001,P019,2022-01-04,55,19,Chicago
D001,P019,2022-01-05,15,13,Chicago
D001,P019,2022-01-06,44,9,New York
D001,P019,2022-01-07,95,18,New York
D001,P019,2022-01-08,60,13,New York
D001,P019,2022-01-09,93,16,New York
D001,P019,2022-01-10,38,11,Los Angeles
D001,P019,2022-01-11,29,15,Los Angeles
D001,P019,2022-01-12,31,12,Los Angeles
D001,P019,2022-01-13,37,18,New York
D001,P019,2022-01-14,17,16,Los Angeles
D001,P019,2022-01-15,79,17,New York
D001,P019,2022-01-16,39,17,New York
D001,P019,2022-01-17,44,6,Los Angeles
D001,P019,2022-01-18,22,10,Los Angeles
D001,P019,2022-01-19,76,12,New York
D001,P019,2022-01-20,18,16,Los Angeles
D001,P019,2022-01-21,44,13,Chicago
D001,P019,2022-01-22,74,17,Los Angeles
D001,P019,2022-01-23,34,14,New York
D001,P019,2022-01-24,80,19,Chicago
D001,P019,2022-01-25,55,10,Chicago
D001,P019,2022-01-26,89,5,Chicago
D001,P019,2022-01-27,61,13,Chicago
D001,P019,2022-01-28,95,14,Chicago
D001,P019,2022-01-29,45,13,Los Angeles
D001,P019,2022-01-30,87,6,Los Angeles
D001,P019,2022-02-01,95,13,New York
D001,P019,2022-02-02,68,14,Los Angeles
D001,P019,2022-02-03,78,6,Los Angeles
D001,P019,2022-02-04,61,16,Chicago
D001,P019,2022-02-05,49,16,New York
D001,P019,2022-02-06,76,14,New York
D001,P019,2022-02-07,90,19,Los Angeles
D001,P019,2022-02-08,67,15,Los Angeles
D001,P019,2022-02-09,78,5,Chicago
D001,P019,2022-02-10,81,7,Chicago
D001,P019,2022-02-11,86,17,Los Angeles
D001,P019,2022-02-12,30,5,New York
D001,P019,2022-02-13,40,16,New York
D001,P019,2022-02-14,96,12,Chicago
D001,P019,2022-02-15,93,13,New York
D001,P019,2022-02-16,97,17,Chicago
D001,P019,2022-02-17,23,11,Chicago
D001,P019,2022-02-18,46,13,New York
D001,P019,2022-02-19,50,19,Chicago
D001,P019,2022-02-20,46,16,Chicago
D001,P019,2022-02-21,95,17,New York
D001,P019,2022-02-22,15,12,Chicago
D001,P019,2022-02-23,96,14,Los Angeles
D001,P019,2022-02-24,64,9,Los Angeles
D001,P019,2022-02-25,56,15,Chicago
D001,P019,2022-02-26,44,13,Los Angeles
D001,P019,2022-02-27,62,8,Chicago
D001,P019,2022-02-28,10,18,Los Angeles
D001,P019,2022-02-29,79,5,Los Angeles
D001,P019,2022-02-30,32,10,New York
D001,P019,2022-03-01,95,10,Los Angeles
D001,P019,2022-03-02,27,5,Chicago
D001,P019,2022-03-03,12,7,Chicago
D001,P019,2022-03-04,87,5,Los Angeles
D001,P019,2022-03-05,99,9,Los Angeles
D001,P019,2022-03-06,21,11,Los Angeles
D001,P019,2022-03-07,75,14,New York
D001,P019,2022-03-08,79,13,Chicago
D001,P019,2022-03-09,71,9,New York
D001,P019,2022-03-10,11,15,New York
D001,P019,2022-03-11,35,14,Chicago
D001,P019,2022-03-12,19,16,New York
D001,P019,2022-03-13,60,16,Chicago
D001,P019,2022-03-14,68,13,Chicago
D001,P019,2022-03-15,77,16,New York
D001,P019,2022-03-16,83,18,New York
D001,P019,2022-03-17,21,10,Chicago
D001,P019,2022-03-18,29,9,Chicago
D001,P019,2022-03-19,54,19,Chicago
D001,P019,2022-03-20,48,12,New York
D001,P019,2022-03-21,29,8,Los Angeles
D001,P019,2022-03-22,46,12,New York
D001,P019,2022-03-23,44,6,New York
D001,P019,2022-03-24,39,6,New York
D001,P019,2022-03-25,92,8,New York
D001,P019,2022-03-26,97,13,New York
D001,P019,2022-03-27,97,9,Chicago
D001,P019,2022-03-28,26,18,Chicago
D001,P019,2022-03-29,89,15,Los Angeles
D001,P019,2022-03-30,32,9,Los Angeles
D002,P000,2022-01-01,87,18,Los Angeles
D002,P000,2022-01-02,21,9,New York
D002,P000,2022-01-03,78,6,Los Angeles
D002,P000,2022-01-04,99,19,New York
D002,P000,2022-01-05,40,13,New York
D002,P000,2022-01-06,64,13,Chicago
D002,P000,2022-01-07,37,11,Chicago
D002,P000,2022-01-08,65,16,New York
D002,P000,2022-01-09,87,17,New York
D002,P000,2022-01-10,41,11,New York
D002,P000,2022-01-11,87,19,Los Angeles
D002,P000,2022-01-12,95,16,New York
D002,P000,2022-01-13,46,7,Chicago
D002,P000,2022-01-14,38,19,New York
D002,P000,2022-01-15,52,10,New York
D002,P000,2022-01-16,85,6,New York
D002,P000,2022-01-17,66,9,Los Angeles
D002,P000,2022-01-18,17,10,Los Angeles
D002,P000,2022-01-19,20,5,Los Angeles
D002,P000,2022-01-20,25,7,Los Angeles
D002,P000,2022-01-21,54,13,Los Angeles
D002,P000,2022-01-22,49,18,Los Angeles
D002,P000,2022-01-23,91,15,New York
D002,P000,2022-01-24,90,17,Los Angeles
D002,P000,2022-01-25,95,7,Los Angeles
D002,P000,2022-01-26,35,15,Los Angeles
D002,P000,2022-01-27,57,9,Los Angeles
D002,P000,2022-01-28,94,6,Chicago
D002,P000,2022-01-29,65,13,Chicago
D002,P000,2022-01-30,87,17,New York
D002,P000,2022-02-01,57,12,New York
D002,P000,2022-02-02,27,9,Chicago
D002,P000,2022-02-03,19,6,New York
D002,P000,2022-02-04,41,16,New York
D002,P000,2022-02-05,65,18,Los Angeles
D002,P000,2022-02-06,40,11,Los Angeles
D002,P000,2022-02-07,72,9,Chicago
D002,P000,2022-02-08,59,12,Los Angeles
D002,P000,2022-02-09,71,9,Chicago
D002,P000,2022-02-10,81,9,Chicago
D002,P000,2022-02-11,66,15,Los Angeles
D002,P000,2022-02-12,35,10,Chicago
D002,P000,2022-02-13,75,8,Los Angeles
D002,P000,2022-02-14,66,9,Los Angeles
D002,P000,2022-02-15,13,6,Chicago
D002,P000,2022-02-16,30,8,New York
D002,P000,2022-02-17,51,12,New York
D002,P000,2022-02-18,97,7,Chicago
D002,P000,2022-02-19,46,6,Los Angeles
D002,P000,2022-02-20,13,9,Los Angeles
D002,P000,2022-02-21,19,5,Chicago
D002,P000,2022-02-22,96,14,Chicago
D002,P000,2022-02-23,45,11,Los Angeles
D002,P000,2022-02-24,82,13,New York
D002,P000,2022-02-25,95,6,Los Angeles
D002,P000,2022-02-26,73,10,Los Angeles
D002,P000,2022-02-27,84,10,Los Angeles
D002,P000,2022-02-28,70,8,New York
D002,P000,2022-02-29,21,12,Los Angeles
D002,P000,2022-02-30,21,17,Los Angeles
D002,P000,2022-03-01,64,15,Chicago
D002,P000,2022-03-02,76,13,New York
D002,P000,2022-03-03,95,8,Los Angeles
D002,P000,2022-03-04,26,10,New York
D002,P000,2022-03-05,18,10,New York
D002,P000,2022-03-06,33,17,New York
D002,P000,2022-03-07,73,10,New York
D002,P000,2022-03-08,99,17,New York
D002,P000,2022-03-09,67,7,Los Angeles
D002,P000,2022-03-10,86,12,Los Angeles
D002,P000,2022-03-11,40,19,New York
D002,P000,2022-03-12,19,17,Chicago
D002,P000,2022-03-13,53,5,New York
D002,P000,2022-03-14,15,8,New York
D002,P000,2022-03-15,26,15,New York
D002,P000,2022-03-16,25,11,Los Angeles
D002,P000,2022-03-17,35,9,Los Angeles
D002,P000,2022-03-18,79,6,New York
D002,P000,2022-03-19,28,17,Chicago
D002,P000,2022-03-20,80,16,Los Angeles
D002,P000,2022-03-21,25,19,New York
D002,P000,2022-03-22,57,11,New York
D002,P000,2022-03-23,73,6,Los Angeles
D002,P000,2022-03-24,41,8,New York
D002,P000,2022-03-25,46,11,New York
D002,P000,2022-03-26,48,16,Los Angeles
D002,P000,2022-03-27,87,6,Los Angeles
D002,P000,2022-03-28,73,19,Los Angeles
D002,P000,2022-03-29,47,15,Los Angeles
D002,P000,2022-03-30,51,14,Los Angeles
D002,P001,2022-01-01,59,5,Chicago
D002,P001,2022-01-02,28,13,Chicago
D002,P001,2022-01-03,57,17,New York
D002,P001,2022-01-04,89,8,Los Angeles
D002,P001,2022-01-05,70,17,Los Angeles
D002,P001,2022-01-06,26,13,New York
D002,P001,2022-01-07,43,11,Los Angeles
D002,P001,2022-01-08,82,17,Los Angeles
D002,P001,2022-01-09,56,17,Chicago
D002,P001,2022-01-10,51,12,Los Angeles
D002,P001,2022-01-11,42,13,Los Angeles
D002,P001,2022-01-12,65,16,New York
D002,P001,2022-01-13,78,18,Los Angeles
D002,P001,2022-01-14,94,5,Chicago
D002,P001,2022-01-15,67,16,Los Angeles
D002,P001,2022-01-16,35,14,New York
D002,P001,2022-01-17,25,7,Los Angeles
D002,P001,2022-01-18,29,19,New York
D002,P001,2022-01-19,63,12,New York
D002,P001,2022-01-20,57,11,New York
D002,P001,2022-01-21,72,18,Chicago
D002,P001,2022-01-22,48,10,Chicago
D002,P001,2022-01-23,73,7,Chicago
D002,P001,2022-01-24,93,6,Los Angeles
D002,P001,2022-01-25,92,17,New York
D002,P001,2022-01-26,59,15,New York
D002,P001,2022-01-27,99,9,Los Angeles
D002,P001,2022-01-28,94,19,Chicago
D002,P001,2022-01-29,14,6,Chicago
D002,P001,2022-01-30,16,11,New York
D002,P001,2022-02-01,18,15,Los Angeles
D002,P001,2022-02-02,91,12,New York
D002,P001,2022-02-03,58,19,Chicago
D002,P001,2022-02-04,54,11,Los Angeles
D002,P001,2022-02-05,87,14,Chicago
D002,P001,2022-02-06,52,18,Chicago
D002,P001,2022-02-07,17,15,Chicago
D002,P001,2022-02-08,96,11,Los Angeles
D002,P001,2022-02-09,49,16,Los Angeles
D002,P001,2022-02-10,75,16,Los Angeles
D002,P001,2022-02-11,72,5,New York
D002,P001,2022-02-12,86,16,Los Angeles
D002,P001,2022-02-13,69,13,Chicago
D002,P001,2022-02-14,97,13,Chicago
D002,P001,2022-02-15,73,15,New York
D002,P001,2022-02-16,86,6,Los Angeles
D002,P001,2022-02-17,76,14,New York
D002,P001,2022-02-18,70,14,New York
D002,P001,2022-02-19,42,7,Los Angeles
D002,P001,2022-02-20,79,10,Chicago
D002,P001,2022-02-21,26,17,Los Angeles
D002,P001,2022-02-22,69,14,Chicago
D002,P001,2022-02-23,37,19,New York
D002,P001,2022-02-24,28,16,New York
D002,P001,2022-02-25,39,13,New York
D002,P001,2022-02-26,51,19,Los Angeles
D002,P001,2022-02-27,50,15,Los Angeles
D002,P001,2022-02-28,71,6,New York
D002,P001,2022-02-29,55,7,Chicago
D002,P001,2022-02-30,99,9,Los Angeles
D002,P001,2022-03-01,30,11,Los Angeles
D002,P001,2022-03-02,93,11,Chicago
D002,P001,2022-03-03,64,17,New York
D002,P001,2022-03-04,82,11,Los Angeles
D002,P001,2022-03-05,26,6,New York
D002,P001,2022-03-06,96,13,New York
D002,P001,2022-03-07,70,8,Los Angeles
D002,P001,2022-03-08,34,5,New York
D002,P001,2022-03-09,52,18,Chicago
D002,P001,2022-03-10,40,8,Chicago
D002,P001,2022-03-11,75,6,Los Angeles
D002,P001,2022-03-12,96,13,Chicago
D002,P001,2022-03-13,96,13,New York
D002,P001,2022-03-14,50,7,Los Angeles
D002,P001,2022-03-15,85,6,New York
D002,P001,2022-03-16,78,8,Chicago
D002,P001,2022-03-17,80,14,Chicago
D002,P001,2022-03-18,43,11,Los Angeles
D002,P001,2022-03-19,15,13,Chicago
D002,P001,2022-03-20,88,19,New York
D002,P001,2022-03-21,59,13,New York
D002,P001,2022-03-22,86,9,Chicago
D002,P001,2022-03-23,80,9,Los Angeles
D002,P001,2022-03-24,17,13,New York
D002,P001,2022-03-25,22,11,New York
D002,P001,2022-03-26,67,11,Los Angeles
D002,P001,2022-03-27,77,17,New York
D002,P001,2022-03-28,88,14,Chicago
D002,P001,2022-03-29,96,17,Chicago
D002,P001,2022-03-30,23,12,New York
D002,P002,2022-01-01,50,17,Chicago
D002,P002,2022-01-02,64,6,Chicago
D002,P002,2022-01-03,74,7,New York
D002,P002,2022-01-04,16,9,New York
D002,P002,2022-01-05,48,14,New York
D002,P002,2022-01-06,88,13,New York
D002,P002,2022-01-07,82,5,Chicago
D002,P002,2022-01-08,59,18,Los Angeles
D002,P002,2022-01-09,29,8,Chicago
D002,P002,2022-01-10,94,19,New York
D002,P002,2022-01-11,69,18,Chicago
D002,P002,2022-01-12,42,17,New York
D002,P002,2022-01-13,91,8,New York
D002,P002,2022-01-14,36,18,Chicago
D002,P002,2022-01-15,33,11,Chicago
D002,P002,2022-01-16,99,7,Los Angeles
D002,P002,2022-01-17,31,6,Chicago
D002,P002,2022-01-18,18,15,Chicago
D002,P002,2022-01-19,69,5,Los Angeles
D002,P002,2022-01-20,28,8,New York
D002,P002,2022-01-21,87,18,New York
D002,P002,2022-01-22,70,9,New York
D002,P002,2022-01-23,66,9,New York
D002,P002,2022-01-24,48,7,Los Angeles
D002,P002,2022-01-25,48,16,Los Angeles
D002,P002,2022-01-26,28,7,Chicago
D002,P002,2022-01-27,28,17,New York
D002,P002,2022-01-28,46,11,Los Angeles
D002,P002,2022-01-29,34,8,New York
D002,P002,2022-01-30,39,10,New York
D002,P002,2022-02-01,11,14,New York
D002,P002,2022-02-02,33,12,New York
D002,P002,2022-02-03,96,12,Los Angeles
D002,P002,2022-02-04,79,13,Chicago
D002,P002,2022-02-05,96,9,Los Angeles
D002,P002,2022-02-06,96,13,Los Angeles
D002,P002,2022-02-07,34,12,Los Angeles
D002,P002,2022-02-08,70,9,Los Angeles
D002,P002,2022-02-09,67,13,New York
D002,P002,2022-02-10,10,5,Los Angeles
D002,P002,2022-02-11,16,15,Chicago
D002,P002,2022-02-12,42,17,New York
D002,P002,2022-02-13,80,12,Chicago
D002,P002,2022-02-14,19,16,Los Angeles
D002,P002,2022-02-15,26,7,Chicago
D002,P002,2022-02-16,25,10,Los Angeles
D002,P002,2022-02-17,90,13,Chicago
D002,P002,2022-02-18,54,6,New York
D002,P002,2022-02-19,75,14,Los Angeles
D002,P002,2022-02-20,26,13,Chicago
D002,P002,2022-02-21,12,18,Chicago
D002,P002,2022-02-22,52,7,Los Angeles
D002,P002,2022-02-23,56,8,Chicago
D002,P002,2022-02-24,50,7,Los Angeles
D002,P002,2022-02-25,21,12,New York
D002,P002,2022-02-26,63,16,Chicago
D002,P002,2022-02-27,81,7,New York
D002,P002,2022-02-28,16,18,Los Angeles
D002,P002,2022-02-29,84,9,Chicago
D002,P002,2022-02-30,81,12,Los Angeles
D002,P002,2022-03-01,74,8,Los Angeles
D002,P002,2022-03-02,96,9,New York
D002,P002,2022-03-03,62,17,New York
D002,P002,2022-03-04,27,12,Chicago
D002,P002,2022-03-05,36,11,Chicago
D002,P002,2022-03-06,66,6,New York
D002,P002,2022-03-07,37,18,Los Angeles
D002,P002,2022-03-08,81,7,Chicago
D002,P002,2022-03-09,99,13,New York
D002,P002,2022-03-10,41,19,Chicago
D002,P002,2022-03-11,78,10,Los Angeles
D002,P002,2022-03-12,90,18,New York
D002,P002,2022-03-13,12,12,Los Angeles
D002,P002,2022-03-14,50,9,Chicago
D002,P002,2022-03-15,33,10,Los Angeles
D002,P002,2022-03-16,75,19,Los Angeles
D002,P002,2022-03-17,16,15,New York
D002,P002,2022-03-18,39,18,Los Angeles
D002,P002,2022-03-19,66,6,New York
D002,P002,2022-03-20,50,12,New York
D002,P002,2022-03-21,22,8,Los Angeles
D002,P002,2022-03-22,73,12,Los Angeles
D002,P002,2022-03-23,85,9,New York
D002,P002,2022-03-24,41,7,New York
D002,P002,2022-03-25,38,11,Los Angeles
D002,P002,2022-03-26,96,18,New York
D002,P002,2022-03-27,35,14,Chicago
D002,P002,2022-03-28,34,11,Chicago
D002,P002,2022-03-29,75,10,Los Angeles
D002,P002,2022-03-30,17,7,New York
D002,P003,2022-01-01,60,11,New York
D002,P003,2022-01-02,26,7,New York
D002,P003,2022-01-03,86,6,New York
D002,P003,2022-01-04,43,7,Los Angeles
D002,P003,2022-01-05,50,16,New York
D002,P003,2022-01-06,62,8,Los Angeles
D002,P003,2022-01-07,85,12,Chicago
D002,P003,2022-01-08,90,6,New York
D002,P003,2022-01-09,19,6,Chicago
D002,P003,2022-01-10,46,9,New York
D002,P003,2022-01-11,39,6,New York
D002,P003,2022-01-12,33,9,Los Angeles
D002,P003,2022-01-13,98,8,Chicago
D002,P003,2022-01-14,83,12,Chicago
D002,P003,2022-01-15,75,11,Los Angeles
D002,P003,2022-01-16,99,11,Los Angeles
D002,P003,2022-01-17,25,6,Chicago
D002,P003,2022-01-18,23,12,New York
D002,P003,2022-01-19,99,5,New York
D002,P003,2022-01-20,17,19,Los Angeles
D002,P003,2022-01-21,30,7,Chicago
D002,P003,2022-01-22,45,7,New York
D002,P003,2022-01-23,50,10,Chicago
D002,P003,2022-01-24,14,16,Los Angeles
D002,P003,2022-01-25,83,19,Chicago
D002,P003,2022-01-26,36,9,Chicago
D002,P003,2022-01-27,90,14,New York
D002,P003,2022-01-28,56,18,Los Angeles
D002,P003,2022-01-29,38,9,Los Angeles
D002,P003,2022-01-30,54,15,New York
D002,P003,2022-02-01,32,11,New York
D002,P003,2022-02-02,93,15,Los Angeles
D002,P003,2022-02-03,54,19,New York
D002,P003,2022-02-04,21,11,Los Angeles
D002,P003,2022-02-05,43,10,Chicago
D002,P003,2022-02-06,37,15,New York
D002,P003,2022-02-07,41,9,Chicago
D002,P003,2022-02-08,53,14,Chicago
D002,P003,2022-02-09,87,17,New York
D002,P003,2022-02-10,16,10,New York
D002,P003,2022-02-11,72,13,New York
D002,P003,2022-02-12,21,19,Chicago
D002,P003,2022-02-13,45,13,Los Angeles
D002,P003,2022-02-14,49,14,New York
D002,P003,2022-02-15,46,13,Los Angeles
D002,P003,2022-02-16,91,18,Chicago
D002,P003,2022-02-17,96,9,Los Angeles
D002,P003,2022-02-18,98,16,Chicago
D002,P003,2022-02-19,16,7,Chicago
D002,P003,2022-02-20,34,16,Los Angeles
D002,P003,2022-02-21,54,14,Los Angeles
D002,P003,2022-02-22,22,17,Chicago
D002,P003,2022-02-23,68,12,Chicago
D002,P003,2022-02-24,99,19,New York
D002,P003,2022-02-25,21,5,Chicago
D002,P003,2022-02-26,55,15,Chicago
D002,P003,2022-02-27,64,17,Los Angeles
D002,P003,2022-02-28,66,13,Los Angeles
D002,P003,2022-02-29,42,15,Los Angeles
D002,P003,2022-02-30,20,7,Chicago
D002,P003,2022-03-01,56,5,Los Angeles
D002,P003,2022-03-02,91,6,New York
D002,P003,2022-03-03,72,18,Los Angeles
D002,P003,2022-03-04,45,17,New York
D002,P003,2022-03-05,59,15,Chicago
D002,P003,2022-03-06,38,5,Los Angeles
D002,P003,2022-03-07,66,6,New York
D002,P003,2022-03-08,91,17,Chicago
D002,P003,2022-03-09,36,9,New York
D002,P003,2022-03-10,97,8,New York
D002,P003,2022-03-11,29,6,Chicago
D002,P003,2022-03-12,77,7,Chicago
D002,P003,2022-03-13,55,14,Chicago
D002,P003,2022-03-14,63,15,Los Angeles
D002,P003,2022-03-15,30,14,Chicago
D002,P003,2022-03-16,65,5,Los Angeles
D002,P003,2022-03-17,74,15,New York
D002,P003,2022-03-18,41,10,Chicago
D002,P003,2022-03-19,22,8,New York
D002,P003,2022-03-20,72,13,Los Angeles
D002,P003,2022-03-21,33,16,Chicago
D002,P003,2022-03-22,90,8,Chicago
D002,P003,2022-03-23,99,18,New York
D002,P003,2022-03-24,12,8,Chicago
D002,P003,2022-03-25,43,13,Chicago
D002,P003,2022-03-26,69,16,Los Angeles
D002,P003,2022-03-27,75,6,Los Angeles
D002,P003,2022-03-28,49,12,New York
D002,P003,2022-03-29,60,15,Los Angeles
D002,P003,2022-03-30,35,11,New York
D002,P004,2022-01-01,46,7,New York
D002,P004,2022-01-02,31,16,New York
D002,P004,2022-01-03,12,18,Los Angeles
D002,P004,2022-01-04,89,11,Chicago
D002,P004,2022-01-05,61,16,New York
D002,P004,2022-01-06,15,16,Los Angeles
D002,P004,2022-01-07,62,6,New York
D002,P004,2022-01-08,19,5,Los Angeles
D002,P004,2022-01-09,50,10,Los Angeles
D002,P004,2022-01-10,81,5,Los Angeles
D002,P004,2022-01-11,59,7,New York
D002,P004,2022-01-12,73,19,New York
D002,P004,2022-01-13,68,15,Los Angeles
D002,P004,2022-01-14,23,14,Chicago
D002,P004,2022-01-15,93,11,New York
D002,P004,2022-01-16,64,17,Los Angeles
D002,P004,2022-01-17,28,7,New York
D002,P004,2022-01-18,39,10,New York
D002,P004,2022-01-19,26,6,New York
D002,P004,2022-01-20,60,19,Chicago
D002,P004,2022-01-21,11,14,Chicago
D002,P004,2022-01-22,17,13,New York
D002,P004,2022-01-23,25,14,New York
D002,P004,2022-01-24,36,12,Chicago
D002,P004,2022-01-25,50,16,New York
D002,P004,2022-01-26,14,8,Los Angeles
D002,P004,2022-01-27,16,8,Los Angeles
D002,P004,2022-01-28,66,14,Chicago
D002,P004,2022-01-29,18,9,Chicago
D002,P004,2022-01-30,66,18,Chicago
D002,P004,2022-02-01,14,11,Los Angeles
D002,P004,2022-02-02,63,10,Los Angeles
D002,P004,2022-02-03,98,8,New York
D002,P004,2022-02-04,41,14,New York
D002,P004,2022-02-05,84,19,New York
D002,P004,2022-02-06,69,12,Chicago
D002,P004,2022-02-07,34,17,New York
D002,P004,2022-02-08,12,13,Los Angeles
D002,P004,2022-02-09,65,5,Chicago
D002,P004,2022-02-10,21,5,Chicago
D002,P004,2022-02-11,37,11,Los Angeles
D002,P004,2022-02-12,12,18,New York
D002,P004,2022-02-13,16,12,Los Angeles
D002,P004,2022-02-14,79,12,Chicago
D002,P004,2022-02-15,57,8,New York
D002,P004,2022-02-16,42,7,New York
D002,P004,2022-02-17,32,19,New York
D002,P004,2022-02-18,29,14,New York
D002,P004,2022-02-19,51,9,Los Angeles
D002,P004,2022-02-20,89,15,New York
D002,P004,2022-02-21,53,9,Chicago
D002,P004,2022-02-22,74,10,New York
D002,P004,2022-02-23,29,17,New York
D002,P004,2022-02-24,27,16,Chicago
D002,P004,2022-02-25,78,12,New York
D002,P004,2022-02-26,39,10,Chicago
D002,P004,2022-02-27,84,6,New York
D002,P004,2022-02-28,78,12,New York
D002,P004,2022-02-29,24,6,Los Angeles
D002,P004,2022-02-30,73,9,Los Angeles
D002,P004,2022-03-01,41,5,New York
D002,P004,2022-03-02,65,13,New York
D002,P004,2022-03-03,60,18,Los Angeles
D002,P004,2022-03-04,41,12,New York
D002,P004,2022-03-05,22,7,New York
D002,P004,2022-03-06,16,13,New York
D002,P004,2022-03-07,80,15,New York
D002,P004,2022-03-08,79,9,New York
D002,P004,2022-03-09,35,14,New York
D002,P004,2022-03-10,28,16,New York
D002,P004,2022-03-11,18,15,Los Angeles
