Dealer,Product,Region,Inventory_Level,Consumption_Pattern,Stock_Movement,Risk_Level,Stockout_Risk,Seasonality,Forecast_Requirement,Alert
Dealer_B,Product_Z,South,492,21,drop,low,True,steady,7254,False
Dealer_C,Product_Y,West,43,46,spike,high,True,steady,3637,True
Dealer_E,Product_W,South,806,66,drop,low,True,steady,7078,True
Dealer_A,Product_Y,West,855,83,normal,medium,False,low_demand,5298,False
Dealer_E,Product_V,South,797,93,spike,medium,False,high_demand,9875,True
Dealer_E,Product_V,Central,50,29,normal,high,True,steady,6332,False
Dealer_E,Product_Y,Central,444,62,normal,medium,True,high_demand,7912,True
Dealer_E,Product_W,North,728,41,drop,medium,True,steady,2633,False
Dealer_D,Product_Y,West,999,22,normal,high,True,low_demand,3347,False
Dealer_A,Product_V,East,520,83,drop,low,True,low_demand,5298,True
Dealer_B,Product_Y,South,213,22,normal,medium,False,high_demand,6166,False
Dealer_E,Product_W,West,121,34,spike,medium,False,steady,5298,True
Dealer_C,Product_Z,North,412,75,drop,medium,True,high_demand,4366,False
Dealer_C,Product_X,West,138,30,normal,high,True,high_demand,1778,False
Dealer_C,Product_W,South,156,75,spike,medium,False,steady,5966,True
Dealer_A,Product_W,South,494,49,spike,high,False,low_demand,3308,False
Dealer_C,Product_Y,East,471,47,normal,high,True,low_demand,2974,False
Dealer_B,Product_W,Central,560,20,drop,high,False,steady,5298,False
Dealer_E,Product_Y,North,471,59,spike,high,False,low_demand,8826,True
Dealer_A,Product_W,West,365,74,drop,low,False,high_demand,7923,True
Dealer_A,Product_V,West,319,49,normal,low,False,low_demand,7875,True
Dealer_A,Product_X,East,519,51,normal,medium,True,high_demand,5287,False
Dealer_A,Product_Z,West,54,72,spike,high,False,low_demand,5952,True
Dealer_E,Product_Z,East,230,85,normal,high,True,high_demand,7613,True
Dealer_C,Product_V,West,1345,29,drop,low,False,high_demand,5610,False
Dealer_E,Product_V,Central,466,44,spike,high,True,low_demand,6479,True
Dealer_D,Product_Y,West,786,93,drop,high,False,steady,1727,False
Dealer_D,Product_X,West,505,44,spike,low,True,high_demand,1878,True
Dealer_A,Product_Y,Central,519,51,drop,low,False,steady,5287,True
Dealer_B,Product_W,South,484,14,drop,medium,False,low_demand,6144,False
Dealer_A,Product_Y,West,237,48,drop,low,False,steady,6238,True
Dealer_A,Product_W,East,797,32,normal,high,True,high_demand,1587,False
Dealer_C,Product_Z,Central,520,49,normal,low,True,low_demand,1713,True
Dealer_E,Product_Z,South,344,95,drop,high,True,low_demand,7597,True
Dealer_C,Product_Z,North,736,25,normal,low,False,low_demand,6732,False
Dealer_D,Product_Z,West,295,73,spike,low,True,steady,3921,True
Dealer_D,Product_Z,West,84,5,drop,high,False,low_demand,595,True
Dealer_C,Product_X,South,502,58,drop,low,True,low_demand,5400,False
Dealer_A,Product_X,West,34,70,drop,medium,False,steady,5087,True
Dealer_B,Product_Y,West,91,2,drop,medium,False,low_demand,6248,False
Dealer_D,Product_W,East,451,21,normal,medium,False,high_demand,9413,False
Dealer_C,Product_V,South,842,53,drop,low,True,high_demand,8753,True
Dealer_B,Product_V,East,661,26,drop,low,True,steady,9318,True
Dealer_B,Product_Y,North,603,48,normal,low,False,low_demand,8041,False
Dealer_B,Product_X,South,1345,23,drop,high,False,high_demand,13546,True
Dealer_D,Product_Z,East,679,65,normal,medium,False,low_demand,3172,True
Dealer_C,Product_X,North,91,34,normal,medium,False,low_demand,4870,False
Dealer_A,Product_X,West,460,56,spike,high,False,steady,8689,True
Dealer_B,Product_W,Central,519,51,spike,high,False,low_demand,5287,True
Dealer_C,Product_Y,North,113,98,drop,medium,False,steady,7049,True
Dealer_E,Product_W,Central,588,27,normal,medium,True,steady,4782,False
Dealer_E,Product_Y,Central,76,71,spike,medium,False,steady,5047,True
Dealer_A,Product_Y,Central,792,72,spike,high,False,steady,7249,False
Dealer_E,Product_W,Central,358,28,normal,high,False,steady,5442,False
Dealer_A,Product_Y,North,289,41,drop,medium,False,high_demand,9782,False
Dealer_C,Product_W,East,461,44,drop,high,False,low_demand,6993,False
Dealer_E,Product_Z,North,489,77,normal,high,False,high_demand,6556,True
Dealer_D,Product_X,North,699,53,normal,high,False,low_demand,9658,False
Dealer_D,Product_W,Central,310,96,normal,high,True,low_demand,568,True
Dealer_A,Product_W,East,519,51,spike,low,True,low_demand,5287,True
Dealer_E,Product_X,North,520,66,normal,low,True,high_demand,5098,False
Dealer_E,Product_V,East,725,4,normal,high,True,steady,2915,True
Dealer_B,Product_V,South,333,92,normal,high,True,high_demand,7580,False
Dealer_E,Product_Y,West,197,51,normal,high,False,steady,2955,False
Dealer_D,Product_X,North,546,54,spike,low,False,low_demand,2730,False
Dealer_E,Product_Z,East,26,91,spike,low,True,high_demand,5298,False
Dealer_E,Product_X,Central,519,51,drop,high,True,steady,5287,False
Dealer_A,Product_W,North,652,32,drop,medium,True,high_demand,5298,True
Dealer_A,Product_Z,North,379,95,drop,high,True,steady,1974,True
Dealer_C,Product_X,Central,63,29,normal,low,False,low_demand,5298,True
Dealer_D,Product_Z,South,447,15,drop,low,False,low_demand,8194,False
Dealer_C,Product_W,Central,780,91,drop,low,False,steady,8358,True
Dealer_C,Product_X,South,583,54,drop,high,True,steady,8330,True
Dealer_E,Product_W,Central,633,84,spike,medium,True,steady,5298,True
Dealer_A,Product_V,Central,333,20,normal,medium,True,low_demand,7876,True
Dealer_B,Product_X,Central,778,46,spike,medium,True,steady,9420,True
Dealer_C,Product_Z,South,269,78,spike,medium,True,low_demand,3141,True
Dealer_D,Product_V,Central,313,37,drop,high,True,high_demand,3432,True
Dealer_B,Product_V,East,145,51,drop,medium,False,low_demand,7401,False
Dealer_E,Product_Y,South,785,67,spike,high,False,steady,7543,False
Dealer_B,Product_X,West,45,66,drop,low,True,low_demand,9689,False
Dealer_A,Product_W,South,852,136,drop,low,True,low_demand,1925,True
Dealer_D,Product_V,Central,717,27,normal,medium,False,high_demand,8355,False
Dealer_D,Product_Y,South,345,14,normal,low,True,steady,275,True
Dealer_B,Product_Z,Central,658,12,normal,medium,False,steady,9946,False
Dealer_D,Product_W,West,598,11,normal,medium,True,high_demand,13546,True
Dealer_E,Product_X,West,562,68,spike,medium,True,high_demand,6833,False
Dealer_A,Product_W,East,12,75,drop,medium,True,low_demand,1087,False
Dealer_C,Product_Y,West,28,16,spike,low,False,steady,4830,False
Dealer_B,Product_X,West,762,6,normal,low,False,steady,1826,True
Dealer_D,Product_W,South,562,89,drop,medium,False,high_demand,8936,False
Dealer_C,Product_Z,East,319,6,normal,high,False,steady,4435,True
Dealer_B,Product_W,West,482,21,spike,low,True,low_demand,761,True
Dealer_D,Product_W,West,840,22,normal,medium,False,steady,1306,True
Dealer_D,Product_W,South,341,3,drop,medium,False,steady,2439,False
Dealer_A,Product_X,North,61,15,normal,medium,True,steady,7303,False
Dealer_E,Product_X,North,171,82,drop,high,False,high_demand,506,False
Dealer_B,Product_X,West,1345,21,spike,high,True,low_demand,1272,True
Dealer_D,Product_X,South,786,65,spike,high,True,low_demand,13546,True
Dealer_A,Product_W,Central,520,136,drop,low,True,steady,4420,True
Dealer_E,Product_W,North,194,6,drop,high,False,low_demand,5567,True
Dealer_C,Product_W,North,856,5,drop,low,False,low_demand,5509,False
Dealer_D,Product_Z,Central,42,22,drop,medium,False,high_demand,8164,False
Dealer_C,Product_W,East,51,78,spike,low,False,low_demand,4532,True
Dealer_D,Product_W,North,640,79,spike,medium,False,steady,7274,False
Dealer_B,Product_Z,South,192,37,spike,medium,True,steady,273,True
Dealer_E,Product_W,East,481,74,drop,low,False,high_demand,1613,True
Dealer_D,Product_Z,North,23,73,normal,low,True,steady,2451,True
Dealer_D,Product_W,South,150,42,drop,low,False,high_demand,9620,False
Dealer_A,Product_W,Central,1345,93,drop,high,False,high_demand,3823,False
Dealer_B,Product_Y,South,828,62,spike,medium,True,high_demand,7732,False
Dealer_A,Product_W,Central,104,72,normal,medium,False,high_demand,5298,False
Dealer_B,Product_X,East,775,78,spike,medium,True,low_demand,2841,True
Dealer_E,Product_Z,North,462,96,spike,low,False,low_demand,2124,False
Dealer_B,Product_X,Central,519,51,normal,high,False,low_demand,5287,False
Dealer_C,Product_X,East,215,1,normal,medium,True,low_demand,9050,False
Dealer_B,Product_W,East,486,26,normal,medium,False,low_demand,7022,False
Dealer_C,Product_V,West,931,49,normal,medium,False,high_demand,8275,False
Dealer_B,Product_V,East,969,47,spike,high,True,low_demand,8300,False
Dealer_A,Product_X,East,182,64,normal,low,False,high_demand,7857,True
Dealer_C,Product_V,West,520,51,drop,medium,False,low_demand,9385,True
Dealer_B,Product_X,South,149,66,normal,medium,True,high_demand,7596,False
Dealer_D,Product_X,Central,289,63,spike,low,True,steady,9841,False
Dealer_A,Product_X,South,222,86,drop,low,True,low_demand,9233,False
Dealer_E,Product_X,East,582,62,spike,low,True,low_demand,2749,False
Dealer_D,Product_W,West,778,14,spike,medium,False,low_demand,5568,False
Dealer_B,Product_W,East,328,70,spike,medium,False,high_demand,6300,True
Dealer_A,Product_Z,East,90,23,normal,low,False,high_demand,7748,True
Dealer_E,Product_X,East,83,30,normal,medium,True,low_demand,5298,True
Dealer_E,Product_V,East,549,63,normal,high,True,high_demand,6894,True
Dealer_B,Product_X,East,87,48,spike,high,False,high_demand,9486,True
Dealer_B,Product_W,Central,44,48,normal,medium,True,low_demand,7654,True
Dealer_D,Product_X,Central,340,15,drop,low,False,steady,878,False
Dealer_A,Product_Z,West,271,67,spike,low,True,low_demand,1137,True
Dealer_E,Product_W,South,521,10,spike,low,False,high_demand,6726,False
Dealer_A,Product_Z,Central,519,51,drop,low,False,low_demand,5287,True
Dealer_E,Product_Z,Central,372,32,spike,low,True,steady,5597,False
Dealer_A,Product_W,East,371,95,spike,high,True,steady,2453,False
Dealer_C,Product_Y,East,858,70,spike,high,False,steady,2648,True
Dealer_C,Product_V,South,991,89,spike,medium,False,low_demand,7598,True
Dealer_E,Product_Y,North,66,136,drop,medium,False,steady,8824,True
Dealer_B,Product_Z,South,696,75,drop,medium,True,low_demand,4036,True
Dealer_A,Product_Y,North,548,87,drop,medium,False,high_demand,9373,False
Dealer_C,Product_W,North,222,28,spike,high,True,low_demand,1037,False
Dealer_B,Product_V,South,317,28,normal,high,False,steady,6439,True
Dealer_E,Product_W,West,234,4,drop,medium,False,low_demand,1358,True
Dealer_E,Product_W,West,1345,75,drop,medium,True,high_demand,2646,False
Dealer_A,Product_X,South,991,47,normal,medium,False,low_demand,6411,False
Dealer_A,Product_W,West,767,32,spike,low,False,low_demand,690,False
Dealer_A,Product_W,South,315,48,spike,high,True,high_demand,5676,True
Dealer_A,Product_W,North,476,50,spike,low,False,low_demand,2434,True
Dealer_A,Product_Z,West,429,13,normal,medium,False,steady,7687,True
Dealer_C,Product_X,West,40,82,drop,low,True,low_demand,1521,True
Dealer_A,Product_Z,Central,296,20,normal,low,False,low_demand,9469,False
Dealer_E,Product_W,North,728,37,spike,high,True,low_demand,9176,True
Dealer_E,Product_W,Central,843,67,spike,high,False,steady,6135,False
Dealer_A,Product_X,North,998,51,spike,low,False,low_demand,2379,False
Dealer_C,Product_W,West,238,62,drop,low,False,steady,4006,True
Dealer_C,Product_Z,South,11,47,normal,high,True,steady,4780,True
Dealer_C,Product_W,Central,297,81,normal,high,False,steady,6795,False
Dealer_A,Product_Z,North,122,21,normal,high,True,low_demand,7494,True
Dealer_B,Product_Y,Central,858,3,spike,high,False,high_demand,6236,False
Dealer_C,Product_W,West,272,56,normal,medium,True,low_demand,9039,True
Dealer_A,Product_V,South,520,87,spike,low,False,steady,6440,True
Dealer_A,Product_X,East,125,96,spike,medium,False,high_demand,4002,True
Dealer_A,Product_Z,South,520,79,drop,low,True,low_demand,979,True
Dealer_E,Product_W,North,742,77,drop,high,False,steady,9308,False
Dealer_D,Product_Z,North,395,58,drop,low,True,steady,4516,True
Dealer_A,Product_X,South,548,64,normal,medium,True,high_demand,7630,True
Dealer_D,Product_Y,West,231,21,spike,low,False,low_demand,13546,False
Dealer_B,Product_V,West,870,55,normal,low,False,steady,8048,False
Dealer_B,Product_V,West,728,33,spike,high,False,high_demand,7062,False
Dealer_E,Product_X,Central,933,18,drop,low,False,high_demand,2335,True
Dealer_D,Product_V,Central,748,73,normal,high,True,high_demand,2635,False
Dealer_E,Product_Y,South,520,15,drop,high,False,low_demand,4592,True
Dealer_D,Product_Y,West,459,44,spike,high,False,steady,1836,False
Dealer_C,Product_Y,East,539,83,drop,high,False,steady,7235,True
Dealer_B,Product_V,West,543,19,normal,low,False,high_demand,2571,False
Dealer_C,Product_W,North,424,51,normal,low,True,high_demand,8342,True
Dealer_D,Product_V,North,584,38,normal,medium,True,low_demand,3491,True
Dealer_E,Product_W,Central,385,28,drop,medium,True,steady,5526,False
Dealer_B,Product_V,North,701,2,normal,medium,True,steady,5298,False
Dealer_A,Product_W,Central,341,60,drop,low,True,low_demand,5075,True
Dealer_A,Product_Z,North,622,12,spike,medium,True,steady,4190,False
Dealer_A,Product_W,South,820,36,spike,medium,True,low_demand,6239,False
Dealer_B,Product_Z,North,519,51,drop,high,False,steady,5287,True
Dealer_A,Product_V,North,329,23,drop,high,True,high_demand,5298,True
Dealer_D,Product_W,South,652,79,spike,low,False,steady,5755,False
Dealer_E,Product_X,South,624,10,spike,low,False,low_demand,6714,False
Dealer_A,Product_V,North,519,51,drop,low,False,low_demand,5287,True
Dealer_C,Product_W,South,626,27,drop,low,False,low_demand,8144,True
Dealer_D,Product_X,West,873,40,spike,medium,False,high_demand,2957,False
Dealer_C,Product_Z,North,1345,40,normal,medium,False,low_demand,6475,True
Dealer_B,Product_V,Central,649,27,spike,low,False,low_demand,3641,True
Dealer_A,Product_W,North,519,51,drop,low,True,high_demand,5287,False
Dealer_A,Product_W,South,27,55,normal,high,True,high_demand,8715,False
Dealer_C,Product_V,North,363,51,normal,low,True,high_demand,8024,False
Dealer_C,Product_Z,South,819,82,drop,low,True,steady,431,False
Dealer_C,Product_Y,North,98,136,normal,medium,False,steady,879,True
Dealer_A,Product_W,East,139,61,normal,medium,True,low_demand,6331,True
Dealer_B,Product_Z,North,750,34,drop,high,True,low_demand,8613,True
Dealer_B,Product_W,Central,655,26,drop,low,False,high_demand,7226,False
Dealer_C,Product_X,East,353,51,spike,low,False,steady,9763,True
Dealer_A,Product_W,West,982,26,spike,high,False,high_demand,9086,True
Dealer_B,Product_Z,Central,901,6,normal,high,False,high_demand,5891,False
Dealer_D,Product_W,Central,811,23,drop,high,True,steady,5538,True
Dealer_A,Product_W,Central,143,40,drop,medium,True,high_demand,4665,True
Dealer_A,Product_Y,South,800,25,normal,medium,True,low_demand,8628,False
Dealer_D,Product_Z,Central,236,86,drop,low,False,low_demand,8432,False
Dealer_B,Product_X,Central,768,35,normal,medium,False,low_demand,1840,False
Dealer_C,Product_Z,West,623,91,spike,high,True,low_demand,5812,True
Dealer_B,Product_Y,West,520,70,normal,medium,False,low_demand,5298,False
Dealer_C,Product_X,West,995,4,normal,low,False,low_demand,5121,False
Dealer_B,Product_V,South,556,50,drop,medium,False,steady,9779,False
Dealer_E,Product_Y,South,462,63,normal,low,True,low_demand,2439,True
Dealer_D,Product_X,West,687,41,spike,medium,False,high_demand,9433,True
Dealer_E,Product_W,Central,521,93,normal,low,True,low_demand,4204,True
Dealer_D,Product_X,East,120,29,spike,medium,True,high_demand,5422,True
Dealer_A,Product_V,East,864,63,normal,medium,True,steady,2571,False
Dealer_A,Product_V,North,953,40,drop,low,False,low_demand,1903,True
Dealer_D,Product_W,South,180,10,normal,medium,False,high_demand,5298,False
Dealer_D,Product_W,Central,777,80,drop,low,False,steady,3104,False
Dealer_C,Product_V,West,692,51,spike,high,False,high_demand,9195,True
Dealer_C,Product_W,East,824,33,drop,low,True,low_demand,8238,True
Dealer_B,Product_X,East,243,95,normal,low,False,high_demand,8648,True
Dealer_B,Product_W,Central,378,62,spike,low,True,low_demand,3917,False
Dealer_E,Product_X,West,519,51,spike,low,False,high_demand,5287,True
Dealer_A,Product_Y,East,374,92,drop,medium,True,high_demand,1889,True
Dealer_B,Product_W,South,804,60,normal,medium,True,high_demand,9225,True
Dealer_D,Product_W,North,511,90,normal,low,False,low_demand,3969,True
Dealer_C,Product_X,West,519,51,spike,low,False,high_demand,5287,True
Dealer_D,Product_W,North,137,13,normal,medium,False,high_demand,4558,False
Dealer_E,Product_X,Central,520,56,normal,low,True,steady,763,False
Dealer_D,Product_Z,West,44,50,normal,low,False,low_demand,6704,True
Dealer_A,Product_W,East,671,72,normal,high,True,high_demand,4078,False
Dealer_B,Product_Y,North,41,33,spike,low,False,steady,3893,False
Dealer_C,Product_X,East,929,40,spike,medium,False,low_demand,5558,False
Dealer_A,Product_W,East,907,25,normal,low,True,steady,1741,True
Dealer_C,Product_X,Central,492,75,spike,medium,True,steady,2494,False
Dealer_B,Product_Z,West,18,63,drop,medium,False,low_demand,6581,True
Dealer_A,Product_Z,South,1345,36,drop,low,True,steady,8858,False
Dealer_D,Product_Z,North,491,51,spike,low,False,steady,817,False
Dealer_E,Product_X,Central,155,8,normal,low,False,low_demand,2484,True
Dealer_B,Product_W,North,520,96,spike,high,False,low_demand,8210,True
Dealer_B,Product_Z,Central,718,23,normal,medium,True,low_demand,3046,False
Dealer_D,Product_V,West,165,95,drop,medium,True,high_demand,146,True
Dealer_A,Product_W,South,485,90,drop,high,True,steady,5131,True
Dealer_E,Product_V,North,216,41,drop,high,False,steady,9886,True
Dealer_D,Product_Z,East,889,18,normal,high,False,high_demand,8208,False
Dealer_A,Product_V,North,604,53,drop,low,True,low_demand,1188,False
Dealer_D,Product_Y,North,520,56,spike,high,False,high_demand,5298,False
Dealer_A,Product_W,South,762,91,drop,high,False,high_demand,8239,False
Dealer_D,Product_W,South,944,15,drop,low,False,steady,5104,False
Dealer_C,Product_Z,South,694,81,drop,medium,True,steady,576,False
Dealer_D,Product_X,Central,779,53,normal,medium,False,high_demand,8027,True
Dealer_A,Product_X,East,925,88,normal,medium,True,steady,3951,False
Dealer_B,Product_V,Central,848,72,spike,low,False,low_demand,5298,False
Dealer_C,Product_X,West,896,84,normal,low,True,low_demand,1501,True
Dealer_C,Product_V,South,943,48,normal,low,False,high_demand,5298,True
Dealer_E,Product_W,West,519,51,drop,high,False,steady,5287,False
Dealer_E,Product_V,North,825,1,drop,medium,True,low_demand,6833,False
Dealer_A,Product_V,Central,738,67,drop,medium,False,low_demand,2243,True
Dealer_D,Product_V,North,347,87,normal,low,True,high_demand,7263,True
Dealer_B,Product_Y,East,595,72,spike,high,True,low_demand,6361,False
Dealer_A,Product_W,South,714,92,normal,low,True,steady,8513,False
Dealer_E,Product_W,South,375,59,normal,high,True,steady,4530,True
Dealer_E,Product_W,West,421,3,spike,low,True,high_demand,3261,False
Dealer_B,Product_Z,North,576,89,spike,high,True,low_demand,2475,False
Dealer_D,Product_X,East,339,87,spike,low,True,high_demand,5530,False
Dealer_A,Product_X,Central,440,16,normal,medium,True,low_demand,5459,False
Dealer_A,Product_W,Central,235,74,drop,low,False,low_demand,3133,True
Dealer_E,Product_X,South,595,34,drop,low,True,low_demand,3415,False
Dealer_E,Product_W,West,519,51,spike,low,True,low_demand,5287,False
Dealer_A,Product_X,West,915,12,normal,low,False,high_demand,1411,True
Dealer_E,Product_Z,West,859,87,spike,medium,False,low_demand,2869,True
Dealer_C,Product_Y,East,655,12,drop,high,False,low_demand,5298,False
Dealer_A,Product_X,North,125,11,spike,low,True,low_demand,6526,True
Dealer_E,Product_V,North,520,49,drop,high,False,low_demand,6858,True
Dealer_D,Product_Z,West,445,24,normal,medium,False,low_demand,9518,True
Dealer_A,Product_Z,North,861,4,spike,high,False,steady,1873,True
Dealer_D,Product_X,South,755,23,drop,medium,False,low_demand,7818,False
Dealer_A,Product_Z,West,520,65,drop,high,False,steady,8560,False
Dealer_A,Product_V,Central,230,52,drop,medium,True,low_demand,9559,False
Dealer_D,Product_Y,South,340,96,drop,medium,False,low_demand,5473,False
Dealer_A,Product_W,Central,761,63,normal,medium,False,high_demand,8512,False
Dealer_A,Product_Z,South,535,17,spike,medium,False,low_demand,7744,False
Dealer_D,Product_Z,Central,441,38,spike,medium,False,steady,9075,True
Dealer_D,Product_W,West,182,82,normal,medium,False,low_demand,8965,True
Dealer_B,Product_W,South,519,51,drop,low,True,low_demand,5287,True
Dealer_A,Product_X,West,195,65,spike,high,False,steady,6298,True
Dealer_C,Product_Y,Central,362,47,normal,low,False,low_demand,2370,True
Dealer_A,Product_Y,South,765,8,spike,low,False,steady,9126,False
Dealer_C,Product_Y,East,227,77,drop,low,True,low_demand,7901,True
Dealer_A,Product_Y,East,149,55,drop,high,False,high_demand,2029,False
Dealer_E,Product_Y,South,571,57,drop,low,True,steady,3230,False
Dealer_D,Product_W,Central,531,8,drop,medium,True,high_demand,5839,True
Dealer_C,Product_W,Central,90,22,drop,low,False,low_demand,9984,False
Dealer_B,Product_V,Central,879,99,drop,high,True,low_demand,6249,True
Dealer_A,Product_W,West,907,44,spike,medium,True,low_demand,6130,False
Dealer_A,Product_W,Central,188,44,spike,medium,True,low_demand,5098,True
Dealer_A,Product_Z,North,520,40,drop,low,True,high_demand,6031,False
Dealer_D,Product_Z,Central,663,79,normal,low,True,steady,8750,True
Dealer_C,Product_X,South,126,17,normal,medium,False,steady,8951,True
Dealer_A,Product_Z,East,168,15,drop,medium,False,high_demand,5722,True
Dealer_C,Product_Y,Central,251,17,normal,low,True,low_demand,5298,False
Dealer_C,Product_Z,North,58,87,normal,medium,False,high_demand,8994,False
Dealer_D,Product_V,Central,652,89,drop,medium,True,low_demand,8501,True
Dealer_A,Product_W,South,520,91,spike,medium,False,low_demand,6715,True
Dealer_C,Product_Z,North,687,7,normal,low,True,steady,332,True
Dealer_C,Product_Z,South,107,87,normal,medium,False,steady,6034,False
Dealer_C,Product_Y,Central,170,61,drop,medium,True,low_demand,6427,True
Dealer_D,Product_Z,Central,213,58,drop,low,True,steady,4764,True
Dealer_A,Product_W,North,405,76,drop,high,True,high_demand,9555,True
Dealer_A,Product_Z,Central,583,61,normal,medium,False,steady,2564,False
Dealer_C,Product_W,North,459,64,drop,low,False,steady,5137,False
Dealer_B,Product_V,West,426,60,spike,high,True,steady,6489,True
Dealer_A,Product_W,North,519,51,drop,high,True,high_demand,5287,True
Dealer_C,Product_W,Central,983,56,drop,low,False,high_demand,7251,True
Dealer_C,Product_W,South,756,55,normal,high,True,steady,1116,True
Dealer_C,Product_X,Central,608,77,normal,low,False,high_demand,6665,False
Dealer_E,Product_V,North,230,55,normal,low,True,steady,1201,False
Dealer_D,Product_Y,Central,431,99,spike,high,True,low_demand,7039,True
Dealer_A,Product_V,South,1345,67,normal,high,True,low_demand,13546,False
Dealer_A,Product_W,Central,231,18,drop,high,True,low_demand,3680,True
Dealer_E,Product_V,Central,498,81,drop,high,True,high_demand,5531,True
Dealer_A,Product_W,East,947,72,spike,medium,False,high_demand,6983,False
Dealer_C,Product_Y,North,549,31,spike,medium,True,high_demand,3079,False
Dealer_A,Product_V,Central,626,89,spike,low,True,high_demand,2361,False
Dealer_E,Product_Y,West,564,78,drop,medium,False,steady,1641,False
Dealer_B,Product_Y,Central,636,51,spike,high,False,high_demand,2890,True
Dealer_E,Product_V,North,206,72,spike,medium,False,low_demand,7646,False
Dealer_B,Product_W,West,254,51,normal,medium,False,steady,853,True
Dealer_D,Product_W,Central,520,68,normal,low,False,steady,7908,False
Dealer_C,Product_Y,East,433,22,drop,medium,False,steady,749,True
Dealer_A,Product_X,East,512,29,spike,low,False,high_demand,1912,False
Dealer_C,Product_Y,West,198,87,drop,low,False,low_demand,2007,True
Dealer_C,Product_W,Central,49,42,spike,low,False,low_demand,7769,True
Dealer_B,Product_W,West,324,62,drop,medium,True,low_demand,4804,False
Dealer_E,Product_Z,West,727,74,drop,low,False,steady,8372,True
Dealer_A,Product_W,East,956,46,normal,high,True,low_demand,1475,False
Dealer_B,Product_X,North,240,51,normal,high,False,low_demand,9642,True
Dealer_B,Product_Y,Central,78,7,drop,medium,False,high_demand,3507,False
Dealer_D,Product_Y,North,505,24,normal,high,True,steady,2416,False
Dealer_C,Product_Y,East,479,90,normal,high,False,low_demand,4908,True
Dealer_A,Product_Y,Central,819,38,normal,low,True,steady,4722,False
Dealer_B,Product_X,East,549,75,drop,low,True,low_demand,9651,False
Dealer_A,Product_Z,East,420,55,normal,low,False,high_demand,1418,False
Dealer_C,Product_X,West,307,65,drop,medium,False,steady,6293,False
Dealer_A,Product_V,South,386,55,spike,high,False,high_demand,3412,True
Dealer_C,Product_Z,South,570,51,drop,low,False,low_demand,729,False
Dealer_E,Product_W,Central,961,55,drop,low,False,steady,7322,True
Dealer_B,Product_W,East,695,89,spike,medium,True,steady,2464,False
Dealer_C,Product_X,West,870,4,normal,medium,True,low_demand,2232,False
Dealer_B,Product_Z,Central,1345,11,drop,high,False,high_demand,5275,False
Dealer_E,Product_V,South,874,54,spike,medium,True,steady,7773,False
Dealer_E,Product_X,North,372,53,spike,low,False,low_demand,6243,False
Dealer_E,Product_X,South,904,99,drop,low,True,high_demand,7426,True
Dealer_E,Product_W,North,371,69,normal,high,False,low_demand,1107,True
Dealer_C,Product_Y,Central,230,47,drop,medium,True,high_demand,5367,False
Dealer_B,Product_X,South,519,51,drop,low,False,high_demand,5287,True
Dealer_E,Product_X,South,917,80,spike,high,True,steady,13546,True
Dealer_A,Product_W,Central,833,79,normal,low,True,high_demand,1600,True
Dealer_D,Product_X,North,76,48,drop,low,False,steady,3043,False
Dealer_B,Product_Z,East,328,14,normal,medium,False,steady,7939,True
Dealer_A,Product_W,Central,653,54,spike,high,True,low_demand,7298,False
Dealer_A,Product_W,West,774,97,drop,low,True,low_demand,2920,False
Dealer_A,Product_W,Central,563,33,spike,low,False,high_demand,1231,False
Dealer_C,Product_W,South,340,94,normal,medium,True,steady,5298,True
Dealer_C,Product_Z,Central,314,99,drop,medium,True,steady,2666,True
Dealer_A,Product_W,North,503,9,normal,high,True,low_demand,5298,True
Dealer_C,Product_Y,West,905,30,normal,high,True,low_demand,3624,True
Dealer_A,Product_W,South,192,51,normal,high,False,low_demand,5577,False
Dealer_D,Product_W,Central,557,43,normal,medium,False,steady,6543,False
Dealer_A,Product_W,Central,749,92,spike,high,False,high_demand,13546,True
Dealer_D,Product_X,Central,680,14,spike,medium,True,high_demand,1814,False
Dealer_C,Product_Z,Central,520,5,normal,low,True,high_demand,4495,False
Dealer_C,Product_Y,West,415,64,drop,high,False,high_demand,3555,False
Dealer_E,Product_Z,Central,905,89,drop,medium,False,high_demand,3365,True
Dealer_B,Product_V,Central,760,94,normal,high,True,steady,300,True
Dealer_A,Product_W,West,519,51,spike,low,True,low_demand,5287,True
Dealer_A,Product_Z,Central,285,28,drop,high,False,steady,5973,False
Dealer_C,Product_Z,West,755,10,normal,medium,True,low_demand,2200,True
Dealer_D,Product_V,East,390,98,spike,low,True,low_demand,3148,False
Dealer_B,Product_X,North,516,23,normal,low,True,low_demand,4321,True
Dealer_A,Product_W,North,726,48,spike,medium,False,high_demand,9590,True
Dealer_A,Product_Z,East,421,94,drop,high,True,high_demand,4099,True
Dealer_E,Product_X,Central,447,24,spike,high,False,steady,8508,True
Dealer_C,Product_W,North,521,51,normal,medium,False,steady,283,False
Dealer_A,Product_Z,Central,207,29,spike,medium,True,steady,5181,False
Dealer_D,Product_V,West,201,90,drop,medium,True,low_demand,4846,True
Dealer_E,Product_V,North,386,40,normal,low,True,low_demand,8858,False
Dealer_B,Product_V,West,496,79,drop,high,True,high_demand,5406,True
Dealer_C,Product_Z,Central,520,49,spike,low,True,steady,3450,False
Dealer_A,Product_W,East,466,9,drop,low,False,high_demand,6683,False
